crossover_Hz,freq_Hz,theta_deg,spl_norm_dB
1100,3513.86,-25.0,-0.1330
1100,3513.86,-20.0,-0.1659
1100,3513.86,-15.0,-0.1495
1100,3513.86,-10.0,-0.0910
1100,3513.86,-5.0,-0.0272
1100,3513.86,0.0,0.0000
1100,3513.86,5.0,-0.0272
1100,3513.86,10.0,-0.0910
1100,3513.86,15.0,-0.1495
1100,3513.86,20.0,-0.1659
1100,3513.86,25.0,-0.1330
1100,3513.86,30.0,-0.0742
1100,3513.86,35.0,-0.0227
1100,3513.86,40.0,-0.0004
1100,3513.86,45.0,-0.0110
1100,3513.86,50.0,-0.0443
1100,3513.86,55.0,-0.0853
1100,3513.86,60.0,-0.1216
1100,3513.86,65.0,-0.1469
1100,3513.86,70.0,-0.1608
1100,3513.86,75.0,-0.1662
1100,3513.86,80.0,-0.1667
1100,3513.86,85.0,-0.1657
1100,3513.86,90.0,-0.1651
1100,3535.23,-90.0,-0.1600
1100,3535.23,-85.0,-0.1608
1100,3535.23,-80.0,-0.1623
1100,3535.23,-75.0,-0.1626
1100,3535.23,-70.0,-0.1585
1100,3535.23,-65.0,-0.1461
1100,3535.23,-60.0,-0.1223
1100,3535.23,-55.0,-0.0872
1100,3535.23,-50.0,-0.0465
1100,3535.23,-45.0,-0.0125
1100,3535.23,-40.0,-0.0001
1100,3535.23,-35.0,-0.0203
1100,3535.23,-30.0,-0.0701
1100,3535.23,-25.0,-0.1282
1100,3535.23,-20.0,-0.1616
1100,3535.23,-15.0,-0.1467
1100,3535.23,-10.0,-0.0897
1100,3535.23,-5.0,-0.0269
1100,3535.23,0.0,0.0000
1100,3535.23,5.0,-0.0269
1100,3535.23,10.0,-0.0897
1100,3535.23,15.0,-0.1467
1100,3535.23,20.0,-0.1616
1100,3535.23,25.0,-0.1282
1100,3535.23,30.0,-0.0701
1100,3535.23,35.0,-0.0203
1100,3535.23,40.0,-0.0001
1100,3535.23,45.0,-0.0125
1100,3535.23,50.0,-0.0465
1100,3535.23,55.0,-0.0872
1100,3535.23,60.0,-0.1223
1100,3535.23,65.0,-0.1461
1100,3535.23,70.0,-0.1585
1100,3535.23,75.0,-0.1626
1100,3535.23,80.0,-0.1623
1100,3535.23,85.0,-0.1608
1100,3535.23,90.0,-0.1600
1100,3556.59,-90.0,-0.1549
1100,3556.59,-85.0,-0.1558
1100,3556.59,-80.0,-0.1578
1100,3556.59,-75.0,-0.1590
1100,3556.59,-70.0,-0.1561
1100,3556.59,-65.0,-0.1451
1100,3556.59,-60.0,-0.1228
1100,3556.59,-55.0,-0.0889
1100,3556.59,-50.0,-0.0487
1100,3556.59,-45.0,-0.0140
1100,3556.59,-40.0,-0.0000
1100,3556.59,-35.0,-0.0181
1100,3556.59,-30.0,-0.0661
1100,3556.59,-25.0,-0.1235
1100,3556.59,-20.0,-0.1575
1100,3556.59,-15.0,-0.1439
1100,3556.59,-10.0,-0.0884
1100,3556.59,-5.0,-0.0266
1100,3556.59,0.0,0.0000
1100,3556.59,5.0,-0.0266
1100,3556.59,10.0,-0.0884
1100,3556.59,15.0,-0.1439
1100,3556.59,20.0,-0.1575
1100,3556.59,25.0,-0.1235
1100,3556.59,30.0,-0.0661
1100,3556.59,35.0,-0.0181
1100,3556.59,40.0,-0.0000
1100,3556.59,45.0,-0.0140
1100,3556.59,50.0,-0.0487
1100,3556.59,55.0,-0.0889
1100,3556.59,60.0,-0.1228
1100,3556.59,65.0,-0.1451
1100,3556.59,70.0,-0.1561
1100,3556.59,75.0,-0.1590
1100,3556.59,80.0,-0.1578
1100,3556.59,85.0,-0.1558
1100,3556.59,90.0,-0.1549
1100,3577.96,-90.0,-0.1496
1100,3577.96,-85.0,-0.1507
1100,3577.96,-80.0,-0.1531
1100,3577.96,-75.0,-0.1551
1100,3577.96,-70.0,-0.1534
1100,3577.96,-65.0,-0.1440
1100,3577.96,-60.0,-0.1232
1100,3577.96,-55.0,-0.0905
1100,3577.96,-50.0,-0.0508
1100,3577.96,-45.0,-0.0155
1100,3577.96,-40.0,-0.0000
1100,3577.96,-35.0,-0.0161
1100,3577.96,-30.0,-0.0624
1100,3577.96,-25.0,-0.1189
1100,3577.96,-20.0,-0.1534
1100,3577.96,-15.0,-0.1412
1100,3577.96,-10.0,-0.0871
1100,3577.96,-5.0,-0.0262
1100,3577.96,0.0,0.0000
1100,3577.96,5.0,-0.0262
1100,3577.96,10.0,-0.0871
1100,3577.96,15.0,-0.1412
1100,3577.96,20.0,-0.1534
1100,3577.96,25.0,-0.1189
1100,3577.96,30.0,-0.0624
1100,3577.96,35.0,-0.0161
1100,3577.96,40.0,-0.0000
1100,3577.96,45.0,-0.0155
1100,3577.96,50.0,-0.0508
1100,3577.96,55.0,-0.0905
1100,3577.96,60.0,-0.1232
1100,3577.96,65.0,-0.1440
1100,3577.96,70.0,-0.1534
1100,3577.96,75.0,-0.1551
1100,3577.96,80.0,-0.1531
1100,3577.96,85.0,-0.1507
1100,3577.96,90.0,-0.1496
1100,3599.33,-90.0,-0.1443
1100,3599.33,-85.0,-0.1455
1100,3599.33,-80.0,-0.1484
1100,3599.33,-75.0,-0.1512
1100,3599.33,-70.0,-0.1506
1100,3599.33,-65.0,-0.1426
1100,3599.33,-60.0,-0.1234
1100,3599.33,-55.0,-0.0920
1100,3599.33,-50.0,-0.0528
1100,3599.33,-45.0,-0.0171
1100,3599.33,-40.0,-0.0001
1100,3599.33,-35.0,-0.0142
1100,3599.33,-30.0,-0.0587
1100,3599.33,-25.0,-0.1146
1100,3599.33,-20.0,-0.1495
1100,3599.33,-15.0,-0.1386
1100,3599.33,-10.0,-0.0858
1100,3599.33,-5.0,-0.0259
1100,3599.33,0.0,0.0000
1100,3599.33,5.0,-0.0259
1100,3599.33,10.0,-0.0858
1100,3599.33,15.0,-0.1386
1100,3599.33,20.0,-0.1495
1100,3599.33,25.0,-0.1146
1100,3599.33,30.0,-0.0587
1100,3599.33,35.0,-0.0142
1100,3599.33,40.0,-0.0001
1100,3599.33,45.0,-0.0171
1100,3599.33,50.0,-0.0528
1100,3599.33,55.0,-0.0920
1100,3599.33,60.0,-0.1234
1100,3599.33,65.0,-0.1426
1100,3599.33,70.0,-0.1506
1100,3599.33,75.0,-0.1512
1100,3599.33,80.0,-0.1484
1100,3599.33,85.0,-0.1455
1100,3599.33,90.0,-0.1443
1100,3620.70,-90.0,-0.1390
1100,3620.70,-85.0,-0.1403
1100,3620.70,-80.0,-0.1436
1100,3620.70,-75.0,-0.1471
1100,3620.70,-70.0,-0.1476
1100,3620.70,-65.0,-0.1410
1100,3620.70,-60.0,-0.1234
1100,3620.70,-55.0,-0.0933
1100,3620.70,-50.0,-0.0547
1100,3620.70,-45.0,-0.0186
1100,3620.70,-40.0,-0.0003
1100,3620.70,-35.0,-0.0125
1100,3620.70,-30.0,-0.0553
1100,3620.70,-25.0,-0.1103
1100,3620.70,-20.0,-0.1456
1100,3620.70,-15.0,-0.1359
1100,3620.70,-10.0,-0.0846
1100,3620.70,-5.0,-0.0256
1100,3620.70,0.0,0.0000
1100,3620.70,5.0,-0.0256
1100,3620.70,10.0,-0.0846
1100,3620.70,15.0,-0.1359
1100,3620.70,20.0,-0.1456
1100,3620.70,25.0,-0.1103
1100,3620.70,30.0,-0.0553
1100,3620.70,35.0,-0.0125
1100,3620.70,40.0,-0.0003
1100,3620.70,45.0,-0.0186
1100,3620.70,50.0,-0.0547
1100,3620.70,55.0,-0.0933
1100,3620.70,60.0,-0.1234
1100,3620.70,65.0,-0.1410
1100,3620.70,70.0,-0.1476
1100,3620.70,75.0,-0.1471
1100,3620.70,80.0,-0.1436
1100,3620.70,85.0,-0.1403
1100,3620.70,90.0,-0.1390
1100,3642.07,-90.0,-0.1336
1100,3642.07,-85.0,-0.1350
1100,3642.07,-80.0,-0.1387
1100,3642.07,-75.0,-0.1429
1100,3642.07,-70.0,-0.1445
1100,3642.07,-65.0,-0.1393
1100,3642.07,-60.0,-0.1232
1100,3642.07,-55.0,-0.0945
1100,3642.07,-50.0,-0.0566
1100,3642.07,-45.0,-0.0202
1100,3642.07,-40.0,-0.0006
1100,3642.07,-35.0,-0.0109
1100,3642.07,-30.0,-0.0520
1100,3642.07,-25.0,-0.1062
1100,3642.07,-20.0,-0.1419
1100,3642.07,-15.0,-0.1334
1100,3642.07,-10.0,-0.0833
1100,3642.07,-5.0,-0.0253
1100,3642.07,0.0,0.0000
1100,3642.07,5.0,-0.0253
1100,3642.07,10.0,-0.0833
1100,3642.07,15.0,-0.1334
1100,3642.07,20.0,-0.1419
1100,3642.07,25.0,-0.1062
1100,3642.07,30.0,-0.0520
1100,3642.07,35.0,-0.0109
1100,3642.07,40.0,-0.0006
1100,3642.07,45.0,-0.0202
1100,3642.07,50.0,-0.0566
1100,3642.07,55.0,-0.0945
1100,3642.07,60.0,-0.1232
1100,3642.07,65.0,-0.1393
1100,3642.07,70.0,-0.1445
1100,3642.07,75.0,-0.1429
1100,3642.07,80.0,-0.1387
1100,3642.07,85.0,-0.1350
1100,3642.07,90.0,-0.1336
1100,3663.44,-90.0,-0.1282
1100,3663.44,-85.0,-0.1297
1100,3663.44,-80.0,-0.1338
1100,3663.44,-75.0,-0.1386
1100,3663.44,-70.0,-0.1412
1100,3663.44,-65.0,-0.1374
1100,3663.44,-60.0,-0.1228
1100,3663.44,-55.0,-0.0955
1100,3663.44,-50.0,-0.0584
1100,3663.44,-45.0,-0.0218
1100,3663.44,-40.0,-0.0010
1100,3663.44,-35.0,-0.0094
1100,3663.44,-30.0,-0.0488
1100,3663.44,-25.0,-0.1022
1100,3663.44,-20.0,-0.1382
1100,3663.44,-15.0,-0.1309
1100,3663.44,-10.0,-0.0821
1100,3663.44,-5.0,-0.0250
1100,3663.44,0.0,0.0000
1100,3663.44,5.0,-0.0250
1100,3663.44,10.0,-0.0821
1100,3663.44,15.0,-0.1309
1100,3663.44,20.0,-0.1382
1100,3663.44,25.0,-0.1022
1100,3663.44,30.0,-0.0488
1100,3663.44,35.0,-0.0094
1100,3663.44,40.0,-0.0010
1100,3663.44,45.0,-0.0218
1100,3663.44,50.0,-0.0584
1100,3663.44,55.0,-0.0955
1100,3663.44,60.0,-0.1228
1100,3663.44,65.0,-0.1374
1100,3663.44,70.0,-0.1412
1100,3663.44,75.0,-0.1386
1100,3663.44,80.0,-0.1338
1100,3663.44,85.0,-0.1297
1100,3663.44,90.0,-0.1282
1100,3684.81,-90.0,-0.1228
1100,3684.81,-85.0,-0.1244
1100,3684.81,-80.0,-0.1288
1100,3684.81,-75.0,-0.1343
1100,3684.81,-70.0,-0.1378
1100,3684.81,-65.0,-0.1353
1100,3684.81,-60.0,-0.1223
1100,3684.81,-55.0,-0.0964
1100,3684.81,-50.0,-0.0602
1100,3684.81,-45.0,-0.0234
1100,3684.81,-40.0,-0.0014
1100,3684.81,-35.0,-0.0081
1100,3684.81,-30.0,-0.0458
1100,3684.81,-25.0,-0.0983
1100,3684.81,-20.0,-0.1346
1100,3684.81,-15.0,-0.1284
1100,3684.81,-10.0,-0.0810
1100,3684.81,-5.0,-0.0247
1100,3684.81,0.0,0.0000
1100,3684.81,5.0,-0.0247
1100,3684.81,10.0,-0.0810
1100,3684.81,15.0,-0.1284
1100,3684.81,20.0,-0.1346
1100,3684.81,25.0,-0.0983
1100,3684.81,30.0,-0.0458
1100,3684.81,35.0,-0.0081
1100,3684.81,40.0,-0.0014
1100,3684.81,45.0,-0.0234
1100,3684.81,50.0,-0.0602
1100,3684.81,55.0,-0.0964
1100,3684.81,60.0,-0.1223
1100,3684.81,65.0,-0.1353
1100,3684.81,70.0,-0.1378
1100,3684.81,75.0,-0.1343
1100,3684.81,80.0,-0.1288
1100,3684.81,85.0,-0.1244
1100,3684.81,90.0,-0.1228
1100,3706.18,-90.0,-0.1174
1100,3706.18,-85.0,-0.1191
1100,3706.18,-80.0,-0.1238
1100,3706.18,-75.0,-0.1298
1100,3706.18,-70.0,-0.1343
1100,3706.18,-65.0,-0.1331
1100,3706.18,-60.0,-0.1216
1100,3706.18,-55.0,-0.0971
1100,3706.18,-50.0,-0.0618
1100,3706.18,-45.0,-0.0250
1100,3706.18,-40.0,-0.0020
1100,3706.18,-35.0,-0.0069
1100,3706.18,-30.0,-0.0429
1100,3706.18,-25.0,-0.0945
1100,3706.18,-20.0,-0.1311
1100,3706.18,-15.0,-0.1260
1100,3706.18,-10.0,-0.0798
1100,3706.18,-5.0,-0.0244
1100,3706.18,0.0,0.0000
1100,3706.18,5.0,-0.0244
1100,3706.18,10.0,-0.0798
1100,3706.18,15.0,-0.1260
1100,3706.18,20.0,-0.1311
1100,3706.18,25.0,-0.0945
1100,3706.18,30.0,-0.0429
1100,3706.18,35.0,-0.0069
1100,3706.18,40.0,-0.0020
1100,3706.18,45.0,-0.0250
1100,3706.18,50.0,-0.0618
1100,3706.18,55.0,-0.0971
1100,3706.18,60.0,-0.1216
1100,3706.18,65.0,-0.1331
1100,3706.18,70.0,-0.1343
1100,3706.18,75.0,-0.1298
1100,3706.18,80.0,-0.1238
1100,3706.18,85.0,-0.1191
1100,3706.18,90.0,-0.1174
1100,3727.55,-90.0,-0.1121
1100,3727.55,-85.0,-0.1139
1100,3727.55,-80.0,-0.1188
1100,3727.55,-75.0,-0.1254
1100,3727.55,-70.0,-0.1308
1100,3727.55,-65.0,-0.1308
1100,3727.55,-60.0,-0.1208
1100,3727.55,-55.0,-0.0977
1100,3727.55,-50.0,-0.0634
1100,3727.55,-45.0,-0.0266
1100,3727.55,-40.0,-0.0026
1100,3727.55,-35.0,-0.0058
1100,3727.55,-30.0,-0.0402
1100,3727.55,-25.0,-0.0909
1100,3727.55,-20.0,-0.1277
1100,3727.55,-15.0,-0.1236
1100,3727.55,-10.0,-0.0786
1100,3727.55,-5.0,-0.0241
1100,3727.55,0.0,0.0000
1100,3727.55,5.0,-0.0241
1100,3727.55,10.0,-0.0786
1100,3727.55,15.0,-0.1236
1100,3727.55,20.0,-0.1277
1100,3727.55,25.0,-0.0909
1100,3727.55,30.0,-0.0402
1100,3727.55,35.0,-0.0058
1100,3727.55,40.0,-0.0026
1100,3727.55,45.0,-0.0266
1100,3727.55,50.0,-0.0634
1100,3727.55,55.0,-0.0977
1100,3727.55,60.0,-0.1208
1100,3727.55,65.0,-0.1308
1100,3727.55,70.0,-0.1308
1100,3727.55,75.0,-0.1254
1100,3727.55,80.0,-0.1188
1100,3727.55,85.0,-0.1139
1100,3727.55,90.0,-0.1121
1100,3748.91,-90.0,-0.1068
1100,3748.91,-85.0,-0.1087
1100,3748.91,-80.0,-0.1138
1100,3748.91,-75.0,-0.1209
1100,3748.91,-70.0,-0.1271
1100,3748.91,-65.0,-0.1283
1100,3748.91,-60.0,-0.1198
1100,3748.91,-55.0,-0.0982
1100,3748.91,-50.0,-0.0648
1100,3748.91,-45.0,-0.0282
1100,3748.91,-40.0,-0.0032
1100,3748.91,-35.0,-0.0048
1100,3748.91,-30.0,-0.0375
1100,3748.91,-25.0,-0.0873
1100,3748.91,-20.0,-0.1243
1100,3748.91,-15.0,-0.1213
1100,3748.91,-10.0,-0.0775
1100,3748.91,-5.0,-0.0238
1100,3748.91,0.0,0.0000
1100,3748.91,5.0,-0.0238
1100,3748.91,10.0,-0.0775
1100,3748.91,15.0,-0.1213
1100,3748.91,20.0,-0.1243
1100,3748.91,25.0,-0.0873
1100,3748.91,30.0,-0.0375
1100,3748.91,35.0,-0.0048
1100,3748.91,40.0,-0.0032
1100,3748.91,45.0,-0.0282
1100,3748.91,50.0,-0.0648
1100,3748.91,55.0,-0.0982
1100,3748.91,60.0,-0.1198
1100,3748.91,65.0,-0.1283
1100,3748.91,70.0,-0.1271
1100,3748.91,75.0,-0.1209
1100,3748.91,80.0,-0.1138
1100,3748.91,85.0,-0.1087
1100,3748.91,90.0,-0.1068
1100,3770.28,-90.0,-0.1015
1100,3770.28,-85.0,-0.1035
1100,3770.28,-80.0,-0.1089
1100,3770.28,-75.0,-0.1164
1100,3770.28,-70.0,-0.1234
1100,3770.28,-65.0,-0.1257
1100,3770.28,-60.0,-0.1187
1100,3770.28,-55.0,-0.0986
1100,3770.28,-50.0,-0.0662
1100,3770.28,-45.0,-0.0297
1100,3770.28,-40.0,-0.0039
1100,3770.28,-35.0,-0.0039
1100,3770.28,-30.0,-0.0351
1100,3770.28,-25.0,-0.0839
1100,3770.28,-20.0,-0.1210
1100,3770.28,-15.0,-0.1190
1100,3770.28,-10.0,-0.0764
1100,3770.28,-5.0,-0.0236
1100,3770.28,0.0,0.0000
1100,3770.28,5.0,-0.0236
1100,3770.28,10.0,-0.0764
1100,3770.28,15.0,-0.1190
1100,3770.28,20.0,-0.1210
1100,3770.28,25.0,-0.0839
1100,3770.28,30.0,-0.0351
1100,3770.28,35.0,-0.0039
1100,3770.28,40.0,-0.0039
1100,3770.28,45.0,-0.0297
1100,3770.28,50.0,-0.0662
1100,3770.28,55.0,-0.0986
1100,3770.28,60.0,-0.1187
1100,3770.28,65.0,-0.1257
1100,3770.28,70.0,-0.1234
1100,3770.28,75.0,-0.1164
1100,3770.28,80.0,-0.1089
1100,3770.28,85.0,-0.1035
1100,3770.28,90.0,-0.1015
1100,3791.65,-90.0,-0.0963
1100,3791.65,-85.0,-0.0983
1100,3791.65,-80.0,-0.1039
1100,3791.65,-75.0,-0.1118
1100,3791.65,-70.0,-0.1195
1100,3791.65,-65.0,-0.1231
1100,3791.65,-60.0,-0.1174
1100,3791.65,-55.0,-0.0988
1100,3791.65,-50.0,-0.0675
1100,3791.65,-45.0,-0.0312
1100,3791.65,-40.0,-0.0047
1100,3791.65,-35.0,-0.0032
1100,3791.65,-30.0,-0.0327
1100,3791.65,-25.0,-0.0806
1100,3791.65,-20.0,-0.1179
1100,3791.65,-15.0,-0.1168
1100,3791.65,-10.0,-0.0753
1100,3791.65,-5.0,-0.0233
1100,3791.65,0.0,0.0000
1100,3791.65,5.0,-0.0233
1100,3791.65,10.0,-0.0753
1100,3791.65,15.0,-0.1168
1100,3791.65,20.0,-0.1179
1100,3791.65,25.0,-0.0806
1100,3791.65,30.0,-0.0327
1100,3791.65,35.0,-0.0032
1100,3791.65,40.0,-0.0047
1100,3791.65,45.0,-0.0312
1100,3791.65,50.0,-0.0675
1100,3791.65,55.0,-0.0988
1100,3791.65,60.0,-0.1174
1100,3791.65,65.0,-0.1231
1100,3791.65,70.0,-0.1195
1100,3791.65,75.0,-0.1118
1100,3791.65,80.0,-0.1039
1100,3791.65,85.0,-0.0983
1100,3791.65,90.0,-0.0963
1100,3813.02,-90.0,-0.0912
1100,3813.02,-85.0,-0.0933
1100,3813.02,-80.0,-0.0990
1100,3813.02,-75.0,-0.1073
1100,3813.02,-70.0,-0.1157
1100,3813.02,-65.0,-0.1203
1100,3813.02,-60.0,-0.1160
1100,3813.02,-55.0,-0.0988
1100,3813.02,-50.0,-0.0687
1100,3813.02,-45.0,-0.0327
1100,3813.02,-40.0,-0.0055
1100,3813.02,-35.0,-0.0025
1100,3813.02,-30.0,-0.0304
1100,3813.02,-25.0,-0.0774
1100,3813.02,-20.0,-0.1147
1100,3813.02,-15.0,-0.1146
1100,3813.02,-10.0,-0.0743
1100,3813.02,-5.0,-0.0230
1100,3813.02,0.0,0.0000
1100,3813.02,5.0,-0.0230
1100,3813.02,10.0,-0.0743
1100,3813.02,15.0,-0.1146
1100,3813.02,20.0,-0.1147
1100,3813.02,25.0,-0.0774
1100,3813.02,30.0,-0.0304
1100,3813.02,35.0,-0.0025
1100,3813.02,40.0,-0.0055
1100,3813.02,45.0,-0.0327
1100,3813.02,50.0,-0.0687
1100,3813.02,55.0,-0.0988
1100,3813.02,60.0,-0.1160
1100,3813.02,65.0,-0.1203
1100,3813.02,70.0,-0.1157
1100,3813.02,75.0,-0.1073
1100,3813.02,80.0,-0.0990
1100,3813.02,85.0,-0.0933
1100,3813.02,90.0,-0.0912
1100,3834.39,-90.0,-0.0862
1100,3834.39,-85.0,-0.0883
1100,3834.39,-80.0,-0.0942
1100,3834.39,-75.0,-0.1028
1100,3834.39,-70.0,-0.1118
1100,3834.39,-65.0,-0.1174
1100,3834.39,-60.0,-0.1145
1100,3834.39,-55.0,-0.0988
1100,3834.39,-50.0,-0.0698
1100,3834.39,-45.0,-0.0342
1100,3834.39,-40.0,-0.0063
1100,3834.39,-35.0,-0.0019
1100,3834.39,-30.0,-0.0283
1100,3834.39,-25.0,-0.0743
1100,3834.39,-20.0,-0.1117
1100,3834.39,-15.0,-0.1124
1100,3834.39,-10.0,-0.0732
1100,3834.39,-5.0,-0.0227
1100,3834.39,0.0,0.0000
1100,3834.39,5.0,-0.0227
1100,3834.39,10.0,-0.0732
1100,3834.39,15.0,-0.1124
1100,3834.39,20.0,-0.1117
1100,3834.39,25.0,-0.0743
1100,3834.39,30.0,-0.0283
1100,3834.39,35.0,-0.0019
1100,3834.39,40.0,-0.0063
1100,3834.39,45.0,-0.0342
1100,3834.39,50.0,-0.0698
1100,3834.39,55.0,-0.0988
1100,3834.39,60.0,-0.1145
1100,3834.39,65.0,-0.1174
1100,3834.39,70.0,-0.1118
1100,3834.39,75.0,-0.1028
1100,3834.39,80.0,-0.0942
1100,3834.39,85.0,-0.0883
1100,3834.39,90.0,-0.0862
1100,3855.76,-90.0,-0.0813
1100,3855.76,-85.0,-0.0834
1100,3855.76,-80.0,-0.0894
1100,3855.76,-75.0,-0.0983
1100,3855.76,-70.0,-0.1079
1100,3855.76,-65.0,-0.1144
1100,3855.76,-60.0,-0.1129
1100,3855.76,-55.0,-0.0986
1100,3855.76,-50.0,-0.0708
1100,3855.76,-45.0,-0.0356
1100,3855.76,-40.0,-0.0072
1100,3855.76,-35.0,-0.0014
1100,3855.76,-30.0,-0.0262
1100,3855.76,-25.0,-0.0713
1100,3855.76,-20.0,-0.1087
1100,3855.76,-15.0,-0.1103
1100,3855.76,-10.0,-0.0722
1100,3855.76,-5.0,-0.0225
1100,3855.76,0.0,0.0000
1100,3855.76,5.0,-0.0225
1100,3855.76,10.0,-0.0722
1100,3855.76,15.0,-0.1103
1100,3855.76,20.0,-0.1087
1100,3855.76,25.0,-0.0713
1100,3855.76,30.0,-0.0262
1100,3855.76,35.0,-0.0014
1100,3855.76,40.0,-0.0072
1100,3855.76,45.0,-0.0356
1100,3855.76,50.0,-0.0708
1100,3855.76,55.0,-0.0986
1100,3855.76,60.0,-0.1129
1100,3855.76,65.0,-0.1144
1100,3855.76,70.0,-0.1079
1100,3855.76,75.0,-0.0983
1100,3855.76,80.0,-0.0894
1100,3855.76,85.0,-0.0834
1100,3855.76,90.0,-0.0813
1100,3877.13,-90.0,-0.0765
1100,3877.13,-85.0,-0.0786
1100,3877.13,-80.0,-0.0847
1100,3877.13,-75.0,-0.0938
1100,3877.13,-70.0,-0.1039
1100,3877.13,-65.0,-0.1114
1100,3877.13,-60.0,-0.1111
1100,3877.13,-55.0,-0.0983
1100,3877.13,-50.0,-0.0717
1100,3877.13,-45.0,-0.0370
1100,3877.13,-40.0,-0.0080
1100,3877.13,-35.0,-0.0010
1100,3877.13,-30.0,-0.0243
1100,3877.13,-25.0,-0.0684
1100,3877.13,-20.0,-0.1058
1100,3877.13,-15.0,-0.1082
1100,3877.13,-10.0,-0.0712
1100,3877.13,-5.0,-0.0222
1100,3877.13,0.0,0.0000
1100,3877.13,5.0,-0.0222
1100,3877.13,10.0,-0.0712
1100,3877.13,15.0,-0.1082
1100,3877.13,20.0,-0.1058
1100,3877.13,25.0,-0.0684
1100,3877.13,30.0,-0.0243
1100,3877.13,35.0,-0.0010
1100,3877.13,40.0,-0.0080
1100,3877.13,45.0,-0.0370
1100,3877.13,50.0,-0.0717
1100,3877.13,55.0,-0.0983
1100,3877.13,60.0,-0.1111
1100,3877.13,65.0,-0.1114
1100,3877.13,70.0,-0.1039
1100,3877.13,75.0,-0.0938
1100,3877.13,80.0,-0.0847
1100,3877.13,85.0,-0.0786
1100,3877.13,90.0,-0.0765
1100,3898.50,-90.0,-0.0718
1100,3898.50,-85.0,-0.0739
1100,3898.50,-80.0,-0.0801
1100,3898.50,-75.0,-0.0894
1100,3898.50,-70.0,-0.1000
1100,3898.50,-65.0,-0.1083
1100,3898.50,-60.0,-0.1093
1100,3898.50,-55.0,-0.0979
1100,3898.50,-50.0,-0.0725
1100,3898.50,-45.0,-0.0384
1100,3898.50,-40.0,-0.0090
1100,3898.50,-35.0,-0.0007
1100,3898.50,-30.0,-0.0225
1100,3898.50,-25.0,-0.0656
1100,3898.50,-20.0,-0.1030
1100,3898.50,-15.0,-0.1062
1100,3898.50,-10.0,-0.0702
1100,3898.50,-5.0,-0.0220
1100,3898.50,0.0,0.0000
1100,3898.50,5.0,-0.0220
1100,3898.50,10.0,-0.0702
1100,3898.50,15.0,-0.1062
1100,3898.50,20.0,-0.1030
1100,3898.50,25.0,-0.0656
1100,3898.50,30.0,-0.0225
1100,3898.50,35.0,-0.0007
1100,3898.50,40.0,-0.0090
1100,3898.50,45.0,-0.0384
1100,3898.50,50.0,-0.0725
1100,3898.50,55.0,-0.0979
1100,3898.50,60.0,-0.1093
1100,3898.50,65.0,-0.1083
1100,3898.50,70.0,-0.1000
1100,3898.50,75.0,-0.0894
1100,3898.50,80.0,-0.0801
1100,3898.50,85.0,-0.0739
1100,3898.50,90.0,-0.0718
1100,3919.87,-90.0,-0.0672
1100,3919.87,-85.0,-0.0693
1100,3919.87,-80.0,-0.0755
1100,3919.87,-75.0,-0.0850
1100,3919.87,-70.0,-0.0961
1100,3919.87,-65.0,-0.1052
1100,3919.87,-60.0,-0.1073
1100,3919.87,-55.0,-0.0974
1100,3919.87,-50.0,-0.0732
1100,3919.87,-45.0,-0.0397
1100,3919.87,-40.0,-0.0099
1100,3919.87,-35.0,-0.0004
1100,3919.87,-30.0,-0.0207
1100,3919.87,-25.0,-0.0628
1100,3919.87,-20.0,-0.1002
1100,3919.87,-15.0,-0.1042
1100,3919.87,-10.0,-0.0692
1100,3919.87,-5.0,-0.0217
1100,3919.87,0.0,0.0000
1100,3919.87,5.0,-0.0217
1100,3919.87,10.0,-0.0692
1100,3919.87,15.0,-0.1042
1100,3919.87,20.0,-0.1002
1100,3919.87,25.0,-0.0628
1100,3919.87,30.0,-0.0207
1100,3919.87,35.0,-0.0004
1100,3919.87,40.0,-0.0099
1100,3919.87,45.0,-0.0397
1100,3919.87,50.0,-0.0732
1100,3919.87,55.0,-0.0974
1100,3919.87,60.0,-0.1073
1100,3919.87,65.0,-0.1052
1100,3919.87,70.0,-0.0961
1100,3919.87,75.0,-0.0850
1100,3919.87,80.0,-0.0755
1100,3919.87,85.0,-0.0693
1100,3919.87,90.0,-0.0672
1100,3941.24,-90.0,-0.0627
1100,3941.24,-85.0,-0.0649
1100,3941.24,-80.0,-0.0711
1100,3941.24,-75.0,-0.0807
1100,3941.24,-70.0,-0.0921
1100,3941.24,-65.0,-0.1020
1100,3941.24,-60.0,-0.1053
1100,3941.24,-55.0,-0.0967
1100,3941.24,-50.0,-0.0738
1100,3941.24,-45.0,-0.0410
1100,3941.24,-40.0,-0.0109
1100,3941.24,-35.0,-0.0002
1100,3941.24,-30.0,-0.0191
1100,3941.24,-25.0,-0.0602
1100,3941.24,-20.0,-0.0975
1100,3941.24,-15.0,-0.1022
1100,3941.24,-10.0,-0.0682
1100,3941.24,-5.0,-0.0215
1100,3941.24,0.0,0.0000
1100,3941.24,5.0,-0.0215
1100,3941.24,10.0,-0.0682
1100,3941.24,15.0,-0.1022
1100,3941.24,20.0,-0.0975
1100,3941.24,25.0,-0.0602
1100,3941.24,30.0,-0.0191
1100,3941.24,35.0,-0.0002
1100,3941.24,40.0,-0.0109
1100,3941.24,45.0,-0.0410
1100,3941.24,50.0,-0.0738
1100,3941.24,55.0,-0.0967
